S11_est_S11_PERIODO,VA_TYT_COMPETENCIAS_CIUDADANAS,VA_PRO_COMPETENCIAS_CIUDADANAS,DIF_PNAL_TYT_COMPETENCIAS_CIUDADANAS,DIF_PNAL_PRO_COMPETENCIAS_CIUDADANAS,VA_TYT_LECTURA_CRITICA,VA_PRO_LECTURA_CRITICA,DIF_PNAL_TYT_LECTURA_CRITICA,DIF_PNAL_PRO_LECTURA_CRITICA,VA_TYT_INGLES,VA_PRO_INGLES,DIF_PNAL_TYT_INGLES,DIF_PNAL_PRO_INGLES,VA_TYT_RAZONAMIENTO_CUANTITATIVO,VA_PRO_RAZONAMIENTO_CUANTITATIVO,DIF_PNAL_TYT_RAZONAMIENTO_CUANTITATIVO,DIF_PNAL_PRO_RAZONAMIENTO_CUANTITATIVO,VA_TYT_PUNTAJE_GLOBAL,VA_PRO_PUNTAJE_GLOBAL
2014,-69.57,-32.43,43.14,91.29,-51.43,-19.29,36.0,99.0,-51.14,-4.29,41.0,97.43,-69.43,-45.57,31.71,91.14,-729.57,-692.57
